Unnamed: 0,year,month,day,hour,Pressure,temperature,u-component of wind,v-component of wind,Relative humidity,Total cloud cover,Total precipitation,radiation flux
,2022,8,1,18.5,1009.3681640625,29.51716003417971,-2.554619312286377,-0.0158805847167968,76.04116725921631,67.041015625,0.0,71.37017381191254
,2022,8,1,19.0,1009.6919555664062,28.670068359375023,-2.512548446655273,-0.2898340225219726,79.75872611999512,83.203125,0.0,17.375
,2022,8,1,19.5,1010.029754638672,27.92475280761721,-2.668336868286133,-0.3876852989196777,81.88834190368652,72.8271484375,0.0,8.6875
,2022,8,1,20.0,1010.3675537109376,27.1794372558594,-2.824125289916992,-0.4855365753173828,84.01795768737793,62.451171875,0.0,0.0
,2022,8,1,20.5,1010.5997314453124,26.560571289062523,-2.559343814849853,-0.2962179183959961,86.1372423171997,65.6005859375,0.0,0.0
,2022,8,1,21.0,1010.8319091796876,25.941705322265648,-2.294562339782715,-0.1068992614746093,88.25652694702148,68.75,0.0,0.0
,2022,8,1,21.5,1010.869171142578,25.63825378417971,-2.178099632263184,-0.2061409950256347,89.54282093048096,68.9208984375,0.0,0.0
,2022,8,1,22.0,1010.9064331054688,25.334802246093773,-2.0616369247436523,-0.3053827285766601,90.82911491394044,69.091796875,0.0,0.0
,2022,8,1,22.5,1010.8080444335938,25.063088989257835,-2.141199111938477,-0.2023887634277343,91.91588306427002,72.7294921875,0.0,0.0
,2022,8,1,23.0,1010.7096557617188,24.791375732421898,-2.220761299133301,-0.0993947982788086,93.0026512145996,76.3671875,0.0,0.0
,2022,8,1,23.5,1010.619140625,24.51288757324221,-2.136552333831787,-0.2197370529174804,94.38327598571776,84.3017578125,0.0,0.0
,2022,8,2,0.0,1010.7969360351562,25.976739501953148,-0.94830322265625,-0.39727306365966797,90.64927291870117,80.615234375,0.0,0.0
,2022,8,2,0.5,1010.6360473632812,25.773461914062523,-0.8648805618286133,-0.39342784881591797,91.55588150024414,79.6142578125,0.0,0.0
,2022,8,2,1.0,1010.4751586914062,25.570184326171898,-0.7814579010009766,-0.38958263397216797,92.46249008178711,78.61328125,0.0,0.0
,2022,8,2,1.5,1010.3926391601562,25.40656433105471,-0.7890381813049316,-0.43657684326171875,93.22879409790039,75.09765625,0.0,0.0
,2022,8,2,2.0,1010.3101196289062,25.242944335937523,-0.7966184616088867,-0.48357105255126953,93.99509811401367,71.58203125,0.0,0.0
,2022,8,2,2.5,1010.2744445800781,25.13160095214846,-0.7872557640075684,-0.3852400779724121,94.47137069702148,76.4404296875,0.0,0.0
,2022,8,2,3.0,1010.23876953125,25.020257568359398,-0.77789306640625,-0.2869091033935547,94.9476432800293,81.298828125,0.0,0.0
,2022,8,2,3.5,1010.2334899902344,24.915612792968773,-0.8229694366455078,-0.11784553527832031,95.46514320373535,70.8984375,0.0,0.0
,2022,8,2,4.0,1010.2282104492188,24.810968017578148,-0.8680458068847656,0.05121803283691406,95.9826431274414,60.498046875,0.0,0.0
,2022,8,2,4.5,1010.3274536132812,24.670144653320335,-0.7560362815856934,0.0655512809753418,96.74429512023926,55.2490234375,0.0,0.1875
,2022,8,2,5.0,1010.4266967773438,24.529321289062523,-0.6440267562866211,0.07988452911376953,97.50594711303711,50.0,0.0,0.375
